timestamp,phase,airspeed_kts,altitude_ft,pitch_deg,roll_deg,yaw_deg,engine_rpm_pct,egt_c,fuel_flow_kgph,oil_pressure_psi,oil_temp_c,vibration_g,ambient_temp_c,anomaly_type
2026-02-01 09:00:29,taxi_out,30.0,120.0,-0.08,-0.01,0.07,55.71,379.38,449.74,55.06,64.95,0.814,14.9,none
2026-02-01 09:00:30,taxi_out,30.0,120.0,-0.08,0.02,0.08,55.76,379.63,449.38,55.01,64.98,0.821,14.88,none
2026-02-01 09:00:31,taxi_out,30.0,120.0,-0.05,-0.04,-0.0,55.66,378.9,449.56,55.07,64.98,0.825,14.9,none
2026-02-01 09:00:32,taxi_out,30.0,120.0,-0.04,-0.05,-0.01,55.67,379.47,448.79,55.02,65.01,0.826,14.94,none
2026-02-01 09:00:33,taxi_out,30.0,120.0,-0.04,-0.03,-0.05,55.65,379.82,450.77,55.05,65.0,0.828,14.91,none
2026-02-01 09:00:34,taxi_out,30.0,120.0,-0.04,-0.02,-0.08,55.75,380.0,453.28,55.08,65.0,0.832,14.95,none
2026-02-01 09:00:35,taxi_out,30.0,120.0,0.01,-0.07,-0.12,55.8,380.36,452.4,55.04,65.03,0.833,14.93,none
2026-02-01 09:00:36,taxi_out,30.0,120.0,-0.02,-0.08,-0.13,55.78,379.99,451.78,54.91,65.04,0.836,14.98,none
2026-02-01 09:00:37,taxi_out,30.0,120.0,0.01,-0.08,-0.14,55.74,380.03,450.71,54.94,65.02,0.832,15.0,none
2026-02-01 09:00:38,taxi_out,30.0,120.0,-0.01,-0.15,-0.13,55.66,380.22,450.4,55.02,65.02,0.833,15.02,none
2026-02-01 09:00:39,taxi_out,30.0,120.0,0.0,-0.11,-0.15,55.61,380.13,451.02,55.05,65.01,0.828,15.0,none
2026-02-01 09:00:40,taxi_out,30.0,120.0,-0.03,-0.11,-0.11,55.55,379.59,450.69,55.12,65.06,0.826,15.08,none
2026-02-01 09:00:41,taxi_out,30.0,120.0,-0.06,-0.12,-0.08,55.55,379.76,451.98,55.08,65.08,0.824,15.07,none
2026-02-01 09:00:42,taxi_out,30.0,120.0,-0.04,-0.15,-0.09,55.58,379.81,452.46,55.13,65.09,0.821,15.07,none
2026-02-01 09:00:43,taxi_out,30.0,120.0,0.02,-0.17,-0.1,55.6,379.39,452.73,55.07,65.07,0.818,15.07,none
2026-02-01 09:00:44,taxi_out,30.0,120.0,0.07,-0.17,-0.13,55.61,378.87,453.45,55.08,65.09,0.819,15.12,none
2026-02-01 09:00:45,taxi_out,30.0,120.0,0.08,-0.19,-0.13,55.62,378.45,455.33,55.13,65.11,0.828,15.1,none
2026-02-01 09:00:46,taxi_out,30.0,120.0,0.09,-0.16,-0.14,55.72,378.36,452.79,55.13,65.13,0.82,15.1,none
2026-02-01 09:00:47,taxi_out,30.0,120.0,0.06,-0.13,-0.16,55.72,378.15,452.99,55.07,65.1,0.822,15.12,none
2026-02-01 09:00:48,taxi_out,30.0,120.0,0.03,-0.15,-0.17,55.69,377.24,454.5,55.11,65.09,0.818,15.13,none
2026-02-01 09:00:49,taxi_out,30.0,120.0,0.02,-0.09,-0.13,55.64,377.28,455.58,55.13,65.13,0.816,15.15,none
2026-02-01 09:00:50,taxi_out,30.0,120.0,0.07,-0.05,-0.17,55.61,376.98,455.99,55.18,65.13,0.819,15.15,none
2026-02-01 09:00:51,taxi_out,30.0,120.0,0.07,-0.11,-0.07,55.63,377.81,456.08,55.11,65.17,0.812,15.12,none
2026-02-01 09:00:52,taxi_out,30.0,120.0,0.07,-0.08,-0.04,55.55,377.5,456.26,55.12,65.16,0.809,15.13,none
2026-02-01 09:00:53,taxi_out,30.0,120.0,0.07,-0.04,-0.01,55.57,377.52,456.4,55.18,65.15,0.811,15.15,none
2026-02-01 09:00:54,taxi_out,30.0,120.0,0.06,-0.02,-0.08,55.41,377.69,454.26,55.09,65.15,0.807,15.18,none
2026-02-01 09:00:55,taxi_out,30.0,120.0,0.05,-0.03,-0.11,55.37,377.3,456.44,55.12,65.18,0.797,15.18,none
2026-02-01 09:00:56,taxi_out,30.0,120.0,0.05,0.02,-0.02,55.49,377.86,455.18,55.12,65.14,0.79,15.13,none
2026-02-01 09:00:57,taxi_out,30.0,120.0,0.07,0.0,-0.05,55.45,377.79,454.64,55.17,65.06,0.783,15.15,none
2026-02-01 09:00:58,taxi_out,30.0,120.0,0.07,0.04,-0.02,55.52,377.58,453.45,55.12,65.08,0.782,15.16,none
2026-02-01 09:00:59,taxi_out,30.0,120.0,0.06,-0.04,-0.01,55.44,379.07,452.73,55.13,65.08,0.787,15.15,none
2026-02-01 09:01:00,taxi_out,30.0,120.0,0.02,-0.07,-0.01,55.43,378.29,452.33,55.23,65.05,0.791,15.15,none
2026-02-01 09:01:01,taxi_out,30.0,120.0,0.05,-0.02,0.05,55.49,379.54,453.42,55.27,65.06,0.782,15.15,none
2026-02-01 09:01:02,taxi_out,30.0,120.0,0.0,-0.02,0.07,55.49,379.66,456.12,55.34,65.06,0.789,15.16,none
2026-02-01 09:01:03,taxi_out,30.0,120.0,0.04,-0.03,0.04,55.42,379.79,455.29,55.22,65.04,0.788,15.15,none
2026-02-01 09:01:04,taxi_out,30.0,120.0,0.03,-0.05,-0.02,55.39,380.09,455.14,55.14,65.05,0.793,15.14,none
2026-02-01 09:01:05,taxi_out,30.0,120.0,0.05,-0.08,-0.1,55.49,380.29,453.89,55.11,65.03,0.791,15.13,none
2026-02-01 09:01:06,taxi_out,30.0,120.0,0.05,-0.13,-0.16,55.44,380.35,454.36,55.1,65.01,0.797,15.16,none
2026-02-01 09:01:07,taxi_out,30.0,120.0,0.02,-0.14,-0.19,55.49,380.39,454.7,55.08,65.02,0.805,15.14,none
2026-02-01 09:01:08,taxi_out,30.0,120.0,-0.03,-0.12,-0.19,55.45,379.99,454.14,55.13,65.01,0.806,15.17,none
2026-02-01 09:01:09,taxi_out,30.0,120.0,-0.07,-0.11,-0.21,55.53,380.97,455.27,55.17,65.08,0.807,15.11,none
2026-02-01 09:01:10,taxi_out,30.0,120.0,-0.02,-0.07,-0.25,55.59,381.55,455.11,55.2,65.09,0.803,15.15,none
2026-02-01 09:01:11,taxi_out,30.0,120.0,-0.03,-0.09,-0.2,55.63,381.41,456.31,55.16,65.06,0.804,15.11,none
2026-02-01 09:01:12,taxi_out,30.0,120.0,-0.04,-0.07,-0.2,55.77,381.15,456.81,55.21,65.1,0.808,15.08,none
2026-02-01 09:01:13,taxi_out,30.0,120.0,-0.02,-0.06,-0.19,55.84,382.46,454.23,55.19,65.13,0.804,15.06,none
2026-02-01 09:01:14,taxi_out,30.0,120.0,0.01,-0.12,-0.23,55.89,382.47,453.53,55.13,65.16,0.808,15.01,none
2026-02-01 09:01:15,taxi_out,30.0,120.0,-0.0,-0.12,-0.2,55.97,382.78,454.13,55.02,65.16,0.798,14.96,none
2026-02-01 09:01:16,taxi_out,30.0,120.0,-0.0,-0.09,-0.29,55.98,382.13,455.68,55.13,65.16,0.81,14.94,none
2026-02-01 09:01:17,taxi_out,30.0,120.0,0.0,-0.07,-0.27,55.97,382.53,456.18,55.12,65.2,0.805,14.93,none
2026-02-01 09:01:18,taxi_out,30.0,120.0,0.01,-0.1,-0.24,55.91,382.65,454.9,55.02,65.22,0.803,14.92,none
2026-02-01 09:01:19,taxi_out,30.0,120.0,0.03,-0.1,-0.23,55.96,383.23,456.74,55.07,65.27,0.812,14.86,none
2026-02-01 09:01:20,taxi_out,30.0,120.0,0.04,-0.09,-0.23,55.98,383.88,454.58,54.95,65.3,0.822,14.81,none
2026-02-01 09:01:21,taxi_out,30.0,120.0,0.05,-0.12,-0.29,55.93,383.88,456.27,54.94,65.33,0.821,14.85,none
2026-02-01 09:01:22,taxi_out,30.0,120.0,0.08,-0.11,-0.37,55.99,383.87,457.26,55.02,65.39,0.827,14.81,none
2026-02-01 09:01:23,taxi_out,30.0,120.0,0.06,-0.16,-0.34,55.96,384.15,457.32,55.02,65.38,0.832,14.81,none
2026-02-01 09:01:24,taxi_out,30.0,120.0,0.09,-0.16,-0.36,55.99,382.69,456.54,55.01,65.38,0.83,14.82,none
2026-02-01 09:01:25,taxi_out,30.0,120.0,0.1,-0.14,-0.31,56.06,383.63,458.1,54.96,65.4,0.825,14.84,none
2026-02-01 09:01:26,taxi_out,30.0,120.0,0.12,-0.19,-0.39,55.97,383.04,457.46,54.9,65.42,0.838,14.78,none
2026-02-01 09:01:27,taxi_out,30.0,120.0,0.12,-0.17,-0.45,56.03,383.14,455.85,54.84,65.41,0.837,14.77,none
2026-02-01 09:01:28,taxi_out,30.0,120.0,0.09,-0.15,-0.48,56.09,383.11,458.69,54.9,65.42,0.848,14.78,none
2026-02-01 09:01:29,taxi_out,30.0,120.0,0.07,-0.17,-0.5,56.08,383.23,458.42,54.91,65.42,0.843,14.82,none
2026-02-01 09:01:30,taxi_out,30.0,120.0,0.08,-0.14,-0.45,56.02,383.36,458.73,54.85,65.37,0.847,14.81,none
2026-02-01 09:01:31,taxi_out,30.0,120.0,0.1,-0.11,-0.37,56.05,383.64,457.94,54.94,65.37,0.843,14.81,none
2026-02-01 09:01:32,taxi_out,30.0,120.0,0.07,-0.08,-0.35,56.01,384.06,458.59,54.97,65.38,0.834,14.82,none
2026-02-01 09:01:33,taxi_out,30.0,120.0,0.08,-0.11,-0.35,56.07,384.89,459.03,54.98,65.41,0.83,14.82,none
2026-02-01 09:01:34,taxi_out,30.0,120.0,0.12,-0.11,-0.35,56.02,384.96,458.19,54.96,65.44,0.828,14.87,none
2026-02-01 09:01:35,taxi_out,30.0,120.0,0.08,-0.14,-0.35,56.04,384.97,457.88,54.98,65.46,0.823,14.85,none
2026-02-01 09:01:36,taxi_out,30.0,120.0,0.11,-0.12,-0.35,56.01,385.08,459.24,54.96,65.46,0.819,14.84,none
2026-02-01 09:01:37,taxi_out,30.0,120.0,0.13,-0.16,-0.34,55.95,385.56,458.25,54.95,65.46,0.819,14.84,none
2026-02-01 09:01:38,taxi_out,30.0,120.0,0.15,-0.16,-0.4,55.89,385.46,457.86,54.9,65.47,0.822,14.82,none
2026-02-01 09:01:39,taxi_out,30.0,120.0,0.12,-0.13,-0.31,55.8,386.14,459.51,54.94,65.41,0.821,14.86,none
2026-02-01 09:01:40,taxi_out,30.0,120.0,0.1,-0.12,-0.34,55.76,385.86,458.65,54.91,65.41,0.827,14.86,none
2026-02-01 09:01:41,taxi_out,30.0,120.0,0.1,-0.12,-0.31,55.78,386.04,458.17,54.86,65.42,0.821,14.91,none
2026-02-01 09:01:42,taxi_out,30.0,120.0,0.1,-0.18,-0.32,55.91,385.31,456.38,54.79,65.35,0.823,14.93,none
2026-02-01 09:01:43,taxi_out,30.0,120.0,0.08,-0.2,-0.37,56.03,384.99,457.41,54.8,65.37,0.813,14.96,none
2026-02-01 09:01:44,taxi_out,30.0,120.0,0.07,-0.2,-0.34,56.01,384.74,456.51,54.8,65.35,0.81,14.97,none
2026-02-01 09:01:45,taxi_out,30.0,120.0,0.06,-0.22,-0.32,55.97,384.68,458.17,54.88,65.27,0.809,15.01,none
2026-02-01 09:01:46,taxi_out,30.0,120.0,0.01,-0.18,-0.3,56.01,384.7,457.77,54.91,65.3,0.806,15.0,none
2026-02-01 09:01:47,taxi_out,30.0,120.0,-0.01,-0.18,-0.31,55.9,384.64,456.37,54.82,65.3,0.804,15.03,none
2026-02-01 09:01:48,taxi_out,30.0,120.0,-0.0,-0.14,-0.38,55.87,384.35,456.48,54.88,65.34,0.805,15.05,none
2026-02-01 09:01:49,taxi_out,30.0,120.0,-0.05,-0.14,-0.35,55.87,384.24,457.47,54.93,65.32,0.807,15.05,none
2026-02-01 09:01:50,taxi_out,30.0,120.0,-0.04,-0.1,-0.34,55.78,384.06,457.42,54.92,65.33,0.806,15.03,none
2026-02-01 09:01:51,taxi_out,30.0,120.0,-0.05,-0.09,-0.34,55.77,383.19,458.3,54.95,65.34,0.797,15.05,none
2026-02-01 09:01:52,taxi_out,30.0,120.0,-0.03,-0.08,-0.33,55.81,383.18,460.01,54.98,65.37,0.799,15.06,none
2026-02-01 09:01:53,taxi_out,30.0,120.0,0.0,-0.1,-0.27,55.83,382.66,457.15,54.97,65.39,0.794,14.99,none
2026-02-01 09:01:54,taxi_out,30.0,120.0,0.02,-0.07,-0.21,55.87,382.99,458.71,54.99,65.39,0.787,14.98,none
2026-02-01 09:01:55,taxi_out,30.0,120.0,0.01,-0.1,-0.24,55.74,383.31,459.15,54.92,65.47,0.784,14.98,none
2026-02-01 09:01:56,taxi_out,30.0,120.0,-0.03,-0.06,-0.3,55.75,383.42,459.02,54.9,65.47,0.783,14.97,none
2026-02-01 09:01:57,taxi_out,30.0,120.0,0.0,-0.1,-0.29,55.77,383.43,457.43,54.97,65.5,0.787,14.98,none
2026-02-01 09:01:58,taxi_out,30.0,120.0,0.01,-0.07,-0.27,55.83,382.84,457.5,54.94,65.49,0.787,14.93,none
2026-02-01 09:01:59,taxi_out,30.0,120.0,-0.03,-0.05,-0.18,55.86,383.15,458.83,54.93,65.45,0.782,14.91,none
2026-02-01 09:02:00,taxi_out,30.0,120.0,-0.03,-0.05,-0.15,55.75,383.62,457.74,54.93,65.41,0.787,14.92,none
2026-02-01 09:02:01,taxi_out,30.0,120.0,-0.04,-0.08,-0.19,55.72,383.86,457.88,54.95,65.44,0.79,14.94,none
2026-02-01 09:02:02,taxi_out,30.0,120.0,-0.04,-0.06,-0.19,55.65,383.94,457.27,54.97,65.4,0.781,14.98,none
2026-02-01 09:02:03,taxi_out,30.0,120.0,-0.03,-0.0,-0.11,55.68,383.34,458.83,54.94,65.39,0.775,14.98,none
2026-02-01 09:02:04,taxi_out,30.0,120.0,-0.02,-0.02,-0.13,55.77,382.63,457.09,54.98,65.41,0.78,14.99,none
2026-02-01 09:02:05,taxi_out,30.0,120.0,0.02,-0.01,-0.14,55.86,382.66,458.0,55.04,65.44,0.783,15.0,none
2026-02-01 09:02:06,taxi_out,30.0,120.0,0.02,-0.03,-0.09,55.81,382.59,458.15,55.04,65.48,0.783,14.96,none
2026-02-01 09:02:07,taxi_out,30.0,120.0,0.02,0.04,-0.09,55.72,382.8,459.46,55.09,65.55,0.787,14.98,none
2026-02-01 09:02:08,taxi_out,30.0,120.0,0.02,0.04,-0.1,55.61,383.35,456.73,55.17,65.49,0.797,14.95,none
2026-02-01 09:02:09,taxi_out,30.0,120.0,0.0,0.04,-0.09,55.6,382.97,457.93,55.2,65.55,0.793,14.97,none
2026-02-01 09:02:10,taxi_out,30.0,120.0,0.02,0.0,-0.04,55.65,383.27,457.76,55.14,65.6,0.785,14.97,none
2026-02-01 09:02:11,taxi_out,30.0,120.0,0.07,-0.07,-0.01,55.67,382.91,458.15,55.14,65.58,0.788,15.0,none
2026-02-01 09:02:12,taxi_out,30.0,120.0,0.05,-0.06,0.06,55.8,382.41,459.97,55.16,65.57,0.789,15.0,none
2026-02-01 09:02:13,taxi_out,30.0,120.0,0.06,-0.06,0.11,55.75,382.42,459.51,55.14,65.57,0.788,14.98,none
2026-02-01 09:02:14,taxi_out,30.0,120.0,0.08,-0.03,0.13,55.84,382.21,459.57,55.13,65.57,0.784,14.94,none
2026-02-01 09:02:15,taxi_out,30.0,120.0,0.06,-0.08,0.06,55.86,382.19,460.51,55.1,65.57,0.781,14.96,none
2026-02-01 09:02:16,taxi_out,30.0,120.0,0.04,-0.0,0.1,55.94,382.73,458.7,55.18,65.54,0.781,14.98,none
2026-02-01 09:02:17,taxi_out,30.0,120.0,0.02,-0.02,0.07,55.89,383.46,457.44,55.17,65.53,0.779,14.96,none
2026-02-01 09:02:18,taxi_out,30.0,120.0,-0.02,0.01,0.09,55.8,384.3,458.36,55.11,65.53,0.774,15.01,none
2026-02-01 09:02:19,taxi_out,30.0,120.0,0.0,-0.01,0.06,55.91,383.98,457.07,55.1,65.5,0.785,15.01,none
2026-02-01 09:02:20,taxi_out,30.0,120.0,-0.0,0.02,0.17,56.09,384.16,457.34,55.19,65.48,0.788,15.03,none
2026-02-01 09:02:21,taxi_out,30.0,120.0,0.01,0.01,0.21,56.08,383.77,457.74,55.23,65.51,0.788,15.05,none
2026-02-01 09:02:22,taxi_out,30.0,120.0,0.03,0.01,0.18,56.01,383.48,458.33,55.17,65.47,0.788,15.05,none
2026-02-01 09:02:23,taxi_out,30.0,120.0,0.0,0.05,0.2,55.96,383.88,458.58,55.15,65.51,0.79,15.09,none
2026-02-01 09:02:24,taxi_out,30.0,120.0,0.01,0.06,0.17,55.91,383.43,457.04,55.28,65.52,0.8,15.11,none
2026-02-01 09:02:25,taxi_out,30.0,120.0,0.01,0.09,0.21,55.92,383.57,456.35,55.27,65.53,0.801,15.06,none
2026-02-01 09:02:26,taxi_out,30.0,120.0,0.03,0.05,0.23,55.95,383.91,455.75,55.31,65.55,0.794,15.08,none
2026-02-01 09:02:27,taxi_out,30.0,120.0,0.03,0.04,0.21,55.94,383.67,456.07,55.26,65.56,0.795,15.05,none
2026-02-01 09:02:28,taxi_out,30.0,120.0,0.02,0.05,0.17,55.95,383.52,456.68,55.33,65.56,0.799,15.07,none
2026-02-01 09:02:29,taxi_out,30.0,120.0,0.02,0.05,0.14,55.85,383.5,458.12,55.33,65.57,0.798,15.07,none
2026-02-01 09:02:30,taxi_out,30.0,120.0,-0.0,0.06,0.23,55.82,383.69,456.52,55.36,65.59,0.797,15.1,none
2026-02-01 09:02:31,taxi_out,30.0,120.0,0.02,0.1,0.2,55.83,383.92,455.34,55.41,65.6,0.802,15.16,none
2026-02-01 09:02:32,taxi_out,30.0,120.0,-0.0,0.06,0.09,55.77,383.92,456.7,55.43,65.6,0.801,15.1,none
2026-02-01 09:02:33,taxi_out,30.0,120.0,-0.0,0.08,0.14,55.88,384.33,458.07,55.37,65.68,0.801,15.09,none
2026-02-01 09:02:34,taxi_out,30.0,120.0,-0.0,0.02,0.11,55.89,384.93,457.61,55.31,65.62,0.802,15.09,none
2026-02-01 09:02:35,taxi_out,30.0,120.0,-0.02,0.07,0.08,55.87,385.03,457.71,55.37,65.62,0.807,15.11,none
2026-02-01 09:02:36,taxi_out,30.0,120.0,-0.06,0.11,0.03,55.87,385.27,458.08,55.38,65.64,0.807,15.09,none
2026-02-01 09:02:37,taxi_out,30.0,120.0,-0.02,0.11,0.06,55.89,385.81,456.96,55.37,65.66,0.809,15.08,none
2026-02-01 09:02:38,taxi_out,30.0,120.0,-0.03,0.08,0.1,55.88,385.45,457.41,55.41,65.66,0.805,15.07,none
2026-02-01 09:02:39,taxi_out,30.0,120.0,-0.05,0.08,0.07,55.82,386.11,458.07,55.47,65.67,0.811,15.09,none
2026-02-01 09:02:40,taxi_out,30.0,120.0,-0.04,0.08,0.1,55.86,386.25,458.58,55.44,65.68,0.816,15.08,none
2026-02-01 09:02:41,taxi_out,30.0,120.0,-0.0,0.01,0.09,55.9,386.31,460.86,55.36,65.72,0.809,15.11,none
2026-02-01 09:02:42,taxi_out,30.0,120.0,0.03,-0.01,0.13,55.96,385.81,460.74,55.35,65.72,0.807,15.12,none
2026-02-01 09:02:43,taxi_out,30.0,120.0,0.05,0.01,0.07,56.06,385.5,460.57,55.41,65.74,0.806,15.13,none
2026-02-01 09:02:44,taxi_out,30.0,120.0,-0.01,0.01,0.1,55.99,384.88,460.04,55.4,65.75,0.804,15.15,none
2026-02-01 09:02:45,taxi_out,30.0,120.0,0.01,-0.04,0.07,55.96,384.23,460.25,55.45,65.69,0.807,15.11,none
2026-02-01 09:02:46,taxi_out,30.0,120.0,-0.01,-0.03,0.11,55.93,384.4,461.05,55.42,65.69,0.81,15.08,none
2026-02-01 09:02:47,taxi_out,30.0,120.0,-0.03,-0.02,0.19,55.8,384.86,462.78,55.4,65.7,0.808,15.06,none
2026-02-01 09:02:48,taxi_out,30.0,120.0,-0.02,-0.06,0.12,55.8,385.0,463.34,55.37,65.69,0.811,15.04,none
2026-02-01 09:02:49,taxi_out,30.0,120.0,-0.0,-0.06,0.09,55.92,384.52,463.08,55.22,65.64,0.796,15.04,none
2026-02-01 09:02:50,taxi_out,30.0,120.0,0.01,-0.07,0.04,55.84,384.29,464.86,55.22,65.65,0.795,15.1,none
2026-02-01 09:02:51,taxi_out,30.0,120.0,-0.02,-0.02,0.08,55.76,383.59,463.59,55.09,65.58,0.805,15.09,none
2026-02-01 09:02:52,taxi_out,30.0,120.0,-0.03,-0.03,0.08,55.86,383.88,464.27,55.13,65.65,0.815,15.06,none
2026-02-01 09:02:53,taxi_out,30.0,120.0,-0.04,-0.08,0.04,55.95,384.28,464.01,55.1,65.65,0.813,15.08,none
2026-02-01 09:02:54,taxi_out,30.0,120.0,-0.04,-0.07,0.07,56.03,384.59,465.31,55.2,65.7,0.812,15.08,none
2026-02-01 09:02:55,taxi_out,30.0,120.0,-0.04,-0.11,-0.07,55.98,385.08,469.25,55.24,65.7,0.815,15.03,none
2026-02-01 09:02:56,taxi_out,30.0,120.0,-0.04,-0.19,-0.13,55.98,384.67,470.35,55.19,65.66,0.808,15.0,none
2026-02-01 09:02:57,taxi_out,30.0,120.0,-0.01,-0.16,-0.05,56.13,384.61,469.32,55.16,65.63,0.805,15.06,none
2026-02-01 09:02:58,taxi_out,30.0,120.0,-0.0,-0.17,-0.06,56.05,383.68,470.6,55.21,65.62,0.802,15.07,none
2026-02-01 09:02:59,taxi_out,30.0,120.0,0.02,-0.12,-0.06,56.05,383.55,471.75,55.3,65.62,0.796,15.08,none
2026-02-01 09:03:00,taxi_out,30.0,120.0,-0.01,-0.13,-0.11,56.07,382.9,471.2,55.22,65.62,0.788,15.1,none
2026-02-01 09:03:01,taxi_out,30.0,120.0,0.0,-0.14,-0.12,56.02,382.0,472.08,55.11,65.62,0.793,15.04,none
2026-02-01 09:03:02,taxi_out,30.0,120.0,-0.03,-0.18,-0.13,55.98,381.96,472.53,55.1,65.56,0.788,15.07,none
2026-02-01 09:03:03,taxi_out,30.0,120.0,-0.02,-0.2,-0.15,56.12,382.46,473.48,55.08,65.51,0.794,15.06,none
2026-02-01 09:03:04,taxi_out,30.0,120.0,-0.01,-0.18,-0.16,56.14,382.85,472.95,55.04,65.53,0.79,15.08,none
2026-02-01 09:03:05,taxi_out,30.0,120.0,-0.01,-0.19,-0.11,56.11,382.65,471.96,55.12,65.51,0.789,15.08,none
2026-02-01 09:03:06,taxi_out,30.0,120.0,-0.03,-0.13,-0.1,56.07,382.94,471.92,55.1,65.48,0.796,15.05,none
2026-02-01 09:03:07,taxi_out,30.0,120.0,-0.05,-0.12,-0.12,55.99,383.23,471.43,55.02,65.51,0.792,15.01,none
2026-02-01 09:03:08,taxi_out,30.0,120.0,-0.02,-0.17,-0.11,56.06,382.71,471.7,55.04,65.55,0.797,15.04,none
2026-02-01 09:03:09,taxi_out,30.0,120.0,-0.01,-0.17,-0.17,56.1,383.23,471.56,55.03,65.57,0.797,14.98,none
2026-02-01 09:03:10,taxi_out,30.0,120.0,-0.0,-0.13,-0.19,56.1,383.59,471.56,54.89,65.63,0.795,14.99,none
2026-02-01 09:03:11,taxi_out,30.0,120.0,0.02,-0.14,-0.2,56.31,383.9,471.92,54.88,65.64,0.794,15.02,none
2026-02-01 09:03:12,taxi_out,30.0,120.0,0.03,-0.12,-0.22,56.47,383.16,471.24,54.91,65.6,0.795,15.04,none
2026-02-01 09:03:13,taxi_out,30.0,120.0,0.03,-0.15,-0.15,56.42,383.02,472.13,54.96,65.6,0.789,15.05,none
